Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
11/10/2025 00:00,CAPITL,61757,44.94,1.05,0.00
11/10/2025 00:00,CENTRL,61754,43.58,-0.31,0.00
11/10/2025 00:00,DUNWOD,61760,45.77,1.89,0.00
11/10/2025 00:00,GENESE,61753,43.23,-0.66,0.00
11/10/2025 00:00,H Q,61844,44.28,0.39,0.00
11/10/2025 00:00,HUD VL,61758,45.38,1.49,0.00
11/10/2025 00:00,LONGIL,61762,46.25,2.37,0.00
11/10/2025 00:00,MHK VL,61756,44.85,0.96,0.00
11/10/2025 00:00,MILLWD,61759,45.55,1.67,0.00
11/10/2025 00:00,N.Y.C.,61761,46.30,2.41,0.00
11/10/2025 00:00,NORTH,61755,44.98,1.10,0.00
11/10/2025 00:00,NPX,61845,44.58,0.70,0.00
11/10/2025 00:00,O H,61846,42.96,-0.92,0.00
11/10/2025 00:00,PJM,61847,44.06,0.18,0.00
11/10/2025 00:00,WEST,61752,43.45,-0.44,0.00
11/10/2025 01:00,CAPITL,61757,40.98,1.04,0.00
11/10/2025 01:00,CENTRL,61754,39.55,-0.40,0.00
11/10/2025 01:00,DUNWOD,61760,41.66,1.72,0.00
11/10/2025 01:00,GENESE,61753,38.99,-0.96,0.00
11/10/2025 01:00,H Q,61844,40.31,0.36,0.00
11/10/2025 01:00,HUD VL,61758,41.34,1.40,0.00
11/10/2025 01:00,LONGIL,61762,42.02,2.08,0.00
11/10/2025 01:00,MHK VL,61756,40.83,0.88,0.00
11/10/2025 01:00,MILLWD,61759,41.50,1.56,0.00
11/10/2025 01:00,N.Y.C.,61761,42.11,2.16,0.00
11/10/2025 01:00,NORTH,61755,40.90,0.96,0.00
11/10/2025 01:00,NPX,61845,40.67,0.72,0.00
11/10/2025 01:00,O H,61846,38.63,-1.32,0.00
11/10/2025 01:00,PJM,61847,39.91,-0.04,0.00
11/10/2025 01:00,WEST,61752,39.11,-0.84,0.00
11/10/2025 02:00,CAPITL,61757,40.15,1.02,0.00
11/10/2025 02:00,CENTRL,61754,38.86,-0.27,0.00
11/10/2025 02:00,DUNWOD,61760,40.58,1.45,0.00
11/10/2025 02:00,GENESE,61753,38.31,-0.82,0.00
11/10/2025 02:00,H Q,61844,39.48,0.35,0.00
11/10/2025 02:00,HUD VL,61758,40.34,1.21,0.00
11/10/2025 02:00,LONGIL,61762,40.73,1.60,0.00
11/10/2025 02:00,MHK VL,61756,39.99,0.86,0.00
11/10/2025 02:00,MILLWD,61759,40.46,1.33,0.00
11/10/2025 02:00,N.Y.C.,61761,41.01,1.88,0.00
11/10/2025 02:00,NORTH,61755,40.15,1.02,0.00
11/10/2025 02:00,NPX,61845,39.87,0.74,0.00
11/10/2025 02:00,O H,61846,37.99,-1.14,0.00
11/10/2025 02:00,PJM,61847,39.13,0.00,0.00
11/10/2025 02:00,WEST,61752,38.54,-0.59,0.00
11/10/2025 03:00,CAPITL,61757,38.56,1.01,0.00
11/10/2025 03:00,CENTRL,61754,37.21,-0.34,0.00
11/10/2025 03:00,DUNWOD,61760,38.98,1.43,0.00
11/10/2025 03:00,GENESE,61753,36.72,-0.83,0.00
11/10/2025 03:00,H Q,61844,37.85,0.30,0.00
11/10/2025 03:00,HUD VL,61758,38.75,1.20,0.00
11/10/2025 03:00,LONGIL,61762,39.13,1.58,0.00
11/10/2025 03:00,MHK VL,61756,38.38,0.83,0.00
11/10/2025 03:00,MILLWD,61759,38.86,1.31,0.00
11/10/2025 03:00,N.Y.C.,61761,39.32,1.77,0.00
11/10/2025 03:00,NORTH,61755,38.45,0.90,0.00
11/10/2025 03:00,NPX,61845,38.34,0.79,0.00
11/10/2025 03:00,O H,61846,36.42,-1.13,0.00
11/10/2025 03:00,PJM,61847,37.51,-0.04,0.00
11/10/2025 03:00,WEST,61752,36.88,-0.67,0.00
11/10/2025 04:00,CAPITL,61757,39.46,1.11,0.00
11/10/2025 04:00,CENTRL,61754,38.11,-0.23,0.00
11/10/2025 04:00,DUNWOD,61760,39.92,1.57,0.00
11/10/2025 04:00,GENESE,61753,37.73,-0.61,0.00
11/10/2025 04:00,H Q,61844,38.54,0.19,0.00
11/10/2025 04:00,HUD VL,61758,39.65,1.30,0.00
11/10/2025 04:00,LONGIL,61762,40.22,1.88,0.00
11/10/2025 04:00,MHK VL,61756,39.34,1.00,0.00
11/10/2025 04:00,MILLWD,61759,39.76,1.42,0.00
11/10/2025 04:00,N.Y.C.,61761,40.30,1.95,0.00
