Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
12/05/2025 00:00,CAPITL,61757,177.33,8.92,0.00
12/05/2025 00:00,CENTRL,61754,146.47,-6.57,15.38
12/05/2025 00:00,DUNWOD,61760,176.00,7.59,0.00
12/05/2025 00:00,GENESE,61753,140.08,-13.64,14.70
12/05/2025 00:00,H Q,61844,169.43,1.02,0.00
12/05/2025 00:00,HUD VL,61758,175.32,6.91,0.00
12/05/2025 00:00,LONGIL,61762,176.83,8.42,0.00
12/05/2025 00:00,MHK VL,61756,169.33,5.39,4.47
12/05/2025 00:00,MILLWD,61759,176.00,7.59,0.00
12/05/2025 00:00,N.Y.C.,61761,177.00,8.58,0.00
12/05/2025 00:00,NORTH,61755,171.27,2.86,0.00
12/05/2025 00:00,NPX,61845,180.60,7.59,-4.60
12/05/2025 00:00,O H,61846,132.54,-20.38,15.49
12/05/2025 00:00,PJM,61847,116.30,-5.55,46.56
12/05/2025 00:00,WEST,61752,135.78,-17.00,15.63
12/05/2025 01:00,CAPITL,61757,150.98,7.32,0.00
12/05/2025 01:00,CENTRL,61754,125.68,-5.75,12.23
12/05/2025 01:00,DUNWOD,61760,149.41,5.75,0.00
12/05/2025 01:00,GENESE,61753,120.62,-11.35,11.69
12/05/2025 01:00,H Q,61844,144.95,1.29,0.00
12/05/2025 01:00,HUD VL,61758,149.12,5.46,0.00
12/05/2025 01:00,LONGIL,61762,150.70,7.04,0.00
12/05/2025 01:00,MHK VL,61756,144.41,4.31,3.55
12/05/2025 01:00,MILLWD,61759,149.41,5.75,0.00
12/05/2025 01:00,N.Y.C.,61761,149.98,6.31,0.00
12/05/2025 01:00,NORTH,61755,146.68,3.02,0.00
12/05/2025 01:00,NPX,61845,182.40,6.03,-32.71
12/05/2025 01:00,O H,61846,114.54,-16.81,12.32
12/05/2025 01:00,PJM,61847,101.60,-5.03,37.03
12/05/2025 01:00,WEST,61752,117.01,-14.23,12.43
12/05/2025 02:00,CAPITL,61757,134.11,6.14,0.00
12/05/2025 02:00,CENTRL,61754,115.31,-4.73,7.92
12/05/2025 02:00,DUNWOD,61760,132.83,4.86,0.00
12/05/2025 02:00,GENESE,61753,110.79,-9.60,7.57
12/05/2025 02:00,H Q,61844,129.11,1.15,0.00
12/05/2025 02:00,HUD VL,61758,132.56,4.60,0.00
12/05/2025 02:00,LONGIL,61762,133.59,5.62,0.00
12/05/2025 02:00,MHK VL,61756,129.63,3.97,2.30
12/05/2025 02:00,MILLWD,61759,132.95,4.99,0.00
12/05/2025 02:00,N.Y.C.,61761,133.46,5.50,0.00
12/05/2025 02:00,NORTH,61755,130.91,2.95,0.00
12/05/2025 02:00,NPX,61845,176.20,5.12,-43.11
12/05/2025 02:00,O H,61846,105.78,-14.21,7.98
12/05/2025 02:00,PJM,61847,98.03,-4.35,25.58
12/05/2025 02:00,WEST,61752,108.01,-11.90,8.05
12/05/2025 03:00,CAPITL,61757,131.19,6.13,0.00
12/05/2025 03:00,CENTRL,61754,113.36,-4.50,7.20
12/05/2025 03:00,DUNWOD,61760,129.56,4.50,0.00
12/05/2025 03:00,GENESE,61753,109.30,-8.88,6.88
12/05/2025 03:00,H Q,61844,126.31,1.25,0.00
12/05/2025 03:00,HUD VL,61758,129.32,4.25,0.00
12/05/2025 03:00,LONGIL,61762,131.20,6.13,-0.01
12/05/2025 03:00,MHK VL,61756,126.85,3.88,2.09
12/05/2025 03:00,MILLWD,61759,129.56,4.50,0.00
12/05/2025 03:00,N.Y.C.,61761,129.81,4.75,0.00
12/05/2025 03:00,NORTH,61755,128.19,3.13,0.00
12/05/2025 03:00,NPX,61845,179.80,4.75,-49.99
12/05/2025 03:00,O H,61846,104.18,-13.63,7.26
12/05/2025 03:00,PJM,61847,100.06,-4.38,20.62
12/05/2025 03:00,WEST,61752,106.24,-11.50,7.32
12/05/2025 04:00,CAPITL,61757,129.79,5.94,0.00
12/05/2025 04:00,CENTRL,61754,112.48,-4.34,7.03
12/05/2025 04:00,DUNWOD,61760,128.30,4.45,0.00
12/05/2025 04:00,GENESE,61753,108.09,-9.04,6.72
12/05/2025 04:00,H Q,61844,125.09,1.24,0.00
12/05/2025 04:00,HUD VL,61758,128.06,4.21,0.00
12/05/2025 04:00,LONGIL,61762,130.17,6.31,-0.01
12/05/2025 04:00,MHK VL,61756,125.77,3.96,2.04
12/05/2025 04:00,MILLWD,61759,128.30,4.45,0.00
12/05/2025 04:00,N.Y.C.,61761,128.67,4.83,0.00
12/05/2025 04:00,NORTH,61755,126.95,3.10,0.00
12/05/2025 04:00,NPX,61845,188.50,4.83,-59.83
12/05/2025 04:00,O H,61846,103.27,-13.50,7.08
12/05/2025 04:00,PJM,61847,106.57,-4.34,12.94
12/05/2025 04:00,WEST,61752,105.43,-11.27,7.15
12/05/2025 05:00,CAPITL,61757,140.08,7.05,0.00
12/05/2025 05:00,CENTRL,61754,116.58,-5.85,10.61
12/05/2025 05:00,DUNWOD,61760,138.49,5.46,0.00
12/05/2025 05:00,GENESE,61753,110.79,-12.10,10.14
12/05/2025 05:00,H Q,61844,134.23,1.19,0.00
12/05/2025 05:00,HUD VL,61758,138.22,5.18,0.00
12/05/2025 05:00,LONGIL,61762,140.09,7.05,-0.01
