Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
12/02/2025 00:00,CAPITL,61757,74.73,2.11,0.00
12/02/2025 00:00,CENTRL,61754,71.67,-0.95,0.00
12/02/2025 00:00,DUNWOD,61760,74.80,2.18,0.00
12/02/2025 00:00,GENESE,61753,71.02,-1.60,0.00
12/02/2025 00:00,H Q,61844,73.27,0.65,0.00
12/02/2025 00:00,HUD VL,61758,74.58,1.96,0.00
12/02/2025 00:00,LONGIL,61762,76.98,4.36,0.00
12/02/2025 00:00,MHK VL,61756,74.87,2.25,0.00
12/02/2025 00:00,MILLWD,61759,74.73,2.11,0.00
12/02/2025 00:00,N.Y.C.,61761,74.58,1.96,0.00
12/02/2025 00:00,NORTH,61755,74.50,1.88,0.00
12/02/2025 00:00,NPX,61845,89.60,2.03,-14.95
12/02/2025 00:00,O H,61846,70.01,-2.61,0.00
12/02/2025 00:00,PJM,61847,60.77,-0.87,10.98
12/02/2025 00:00,WEST,61752,71.31,-1.31,0.00
12/02/2025 01:00,CAPITL,61757,70.55,2.05,0.00
12/02/2025 01:00,CENTRL,61754,67.54,-0.96,0.00
12/02/2025 01:00,DUNWOD,61760,70.55,2.05,0.00
12/02/2025 01:00,GENESE,61753,66.99,-1.51,0.00
12/02/2025 01:00,H Q,61844,69.11,0.62,0.00
12/02/2025 01:00,HUD VL,61758,70.35,1.85,0.00
12/02/2025 01:00,LONGIL,61762,72.40,3.90,0.00
12/02/2025 01:00,MHK VL,61756,70.55,2.05,0.00
12/02/2025 01:00,MILLWD,61759,70.55,2.05,0.00
12/02/2025 01:00,N.Y.C.,61761,70.41,1.92,0.00
12/02/2025 01:00,NORTH,61755,70.28,1.78,0.00
12/02/2025 01:00,NPX,61845,86.60,1.99,-16.11
12/02/2025 01:00,O H,61846,66.10,-2.40,0.00
12/02/2025 01:00,PJM,61847,58.21,-0.75,9.54
12/02/2025 01:00,WEST,61752,67.33,-1.16,0.00
12/02/2025 02:00,CAPITL,61757,68.31,1.99,0.00
12/02/2025 02:00,CENTRL,61754,65.26,-1.06,0.00
12/02/2025 02:00,DUNWOD,61760,68.38,2.06,0.00
12/02/2025 02:00,GENESE,61753,64.60,-1.72,0.00
12/02/2025 02:00,H Q,61844,66.99,0.66,0.00
12/02/2025 02:00,HUD VL,61758,68.12,1.79,0.00
12/02/2025 02:00,LONGIL,61762,69.77,3.45,0.00
12/02/2025 02:00,MHK VL,61756,68.25,1.92,0.00
12/02/2025 02:00,MILLWD,61759,68.31,1.99,0.00
12/02/2025 02:00,N.Y.C.,61761,68.31,1.99,0.00
12/02/2025 02:00,NORTH,61755,68.18,1.85,0.00
12/02/2025 02:00,NPX,61845,82.70,1.92,-14.45
