Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
08/29/2025 00:00,CAPITL,61757,27.23,0.87,0.00
08/29/2025 00:00,CENTRL,61754,26.28,-0.08,0.00
08/29/2025 00:00,DUNWOD,61760,27.18,0.82,0.00
08/29/2025 00:00,GENESE,61753,26.12,-0.24,0.00
08/29/2025 00:00,H Q,61844,26.49,0.13,0.00
08/29/2025 00:00,HUD VL,61758,26.99,0.63,0.00
08/29/2025 00:00,LONGIL,61762,27.31,0.95,0.00
08/29/2025 00:00,MHK VL,61756,26.97,0.61,0.00
08/29/2025 00:00,MILLWD,61759,27.10,0.74,0.00
08/29/2025 00:00,N.Y.C.,61761,27.36,1.00,0.00
08/29/2025 00:00,NORTH,61755,26.78,0.42,0.00
08/29/2025 00:00,NPX,61845,26.91,0.55,0.00
08/29/2025 00:00,O H,61846,25.70,-0.66,0.00
08/29/2025 00:00,PJM,61847,22.23,-0.16,3.97
08/29/2025 00:00,WEST,61752,25.96,-0.39,0.00
08/29/2025 01:00,CAPITL,61757,24.64,0.81,0.00
08/29/2025 01:00,CENTRL,61754,23.64,-0.19,0.00
08/29/2025 01:00,DUNWOD,61760,24.57,0.74,0.00
08/29/2025 01:00,GENESE,61753,23.38,-0.45,0.00
08/29/2025 01:00,H Q,61844,23.97,0.14,0.00
08/29/2025 01:00,HUD VL,61758,24.40,0.57,0.00
08/29/2025 01:00,LONGIL,61762,24.59,0.76,0.00
08/29/2025 01:00,MHK VL,61756,24.42,0.60,0.00
08/29/2025 01:00,MILLWD,61759,24.50,0.67,0.00
08/29/2025 01:00,N.Y.C.,61761,24.69,0.86,0.00
08/29/2025 01:00,NORTH,61755,24.40,0.57,0.00
08/29/2025 01:00,NPX,61845,24.40,0.57,0.00
08/29/2025 01:00,O H,61846,22.83,-1.00,0.00
08/29/2025 01:00,PJM,61847,19.82,-0.28,3.72
08/29/2025 01:00,WEST,61752,23.09,-0.74,0.00
08/29/2025 02:00,CAPITL,61757,22.70,0.79,0.00
08/29/2025 02:00,CENTRL,61754,21.69,-0.22,0.00
08/29/2025 02:00,DUNWOD,61760,22.66,0.75,0.00
08/29/2025 02:00,GENESE,61753,21.32,-0.59,0.00
08/29/2025 02:00,H Q,61844,22.02,0.11,0.00
08/29/2025 02:00,HUD VL,61758,22.50,0.59,0.00
08/29/2025 02:00,LONGIL,61762,22.68,0.77,0.00
08/29/2025 02:00,MHK VL,61756,22.41,0.50,0.00
08/29/2025 02:00,MILLWD,61759,22.57,0.66,0.00
08/29/2025 02:00,N.Y.C.,61761,22.77,0.85,0.00
08/29/2025 02:00,NORTH,61755,22.37,0.46,0.00
08/29/2025 02:00,NPX,61845,22.55,0.64,0.00
08/29/2025 02:00,O H,61846,20.77,-1.14,0.00
08/29/2025 02:00,PJM,61847,18.65,-0.31,2.95
08/29/2025 02:00,WEST,61752,21.01,-0.90,0.00
08/29/2025 03:00,CAPITL,61757,21.59,0.69,0.00
08/29/2025 03:00,CENTRL,61754,20.73,-0.17,0.00
08/29/2025 03:00,DUNWOD,61760,21.48,0.58,0.00
08/29/2025 03:00,GENESE,61753,20.42,-0.48,0.00
08/29/2025 03:00,H Q,61844,21.05,0.15,0.00
08/29/2025 03:00,HUD VL,61758,21.36,0.46,0.00
08/29/2025 03:00,LONGIL,61762,21.44,0.54,0.00
08/29/2025 03:00,MHK VL,61756,21.40,0.50,0.00
08/29/2025 03:00,MILLWD,61759,21.42,0.52,0.00
08/29/2025 03:00,N.Y.C.,61761,21.61,0.71,0.00
08/29/2025 03:00,NORTH,61755,21.46,0.56,0.00
08/29/2025 03:00,NPX,61845,21.40,0.50,0.00
08/29/2025 03:00,O H,61846,20.00,-0.90,0.00
08/29/2025 03:00,PJM,61847,17.92,-0.29,2.69
08/29/2025 03:00,WEST,61752,20.23,-0.67,0.00
08/29/2025 04:00,CAPITL,61757,22.63,0.74,0.00
08/29/2025 04:00,CENTRL,61754,21.71,-0.18,0.00
08/29/2025 04:00,DUNWOD,61760,22.43,0.55,0.00
08/29/2025 04:00,GENESE,61753,21.34,-0.55,0.00
08/29/2025 04:00,H Q,61844,22.06,0.17,0.00
08/29/2025 04:00,HUD VL,61758,22.32,0.44,0.00
08/29/2025 04:00,LONGIL,61762,22.37,0.48,0.00
08/29/2025 04:00,MHK VL,61756,22.48,0.59,0.00
08/29/2025 04:00,MILLWD,61759,22.39,0.50,0.00
08/29/2025 04:00,N.Y.C.,61761,22.52,0.64,0.00
08/29/2025 04:00,NORTH,61755,22.48,0.59,0.00
08/29/2025 04:00,NPX,61845,22.41,0.52,0.00
08/29/2025 04:00,O H,61846,20.77,-1.12,0.00
08/29/2025 04:00,PJM,61847,18.06,-0.39,3.43
08/29/2025 04:00,WEST,61752,21.03,-0.85,0.00
08/29/2025 05:00,CAPITL,61757,25.17,0.83,0.00
08/29/2025 05:00,CENTRL,61754,24.15,-0.20,0.00
08/29/2025 05:00,DUNWOD,61760,25.00,0.66,0.00
08/29/2025 05:00,GENESE,61753,23.73,-0.61,0.00
08/29/2025 05:00,H Q,61844,24.54,0.19,0.00
08/29/2025 05:00,HUD VL,61758,24.85,0.51,0.00
08/29/2025 05:00,LONGIL,61762,24.95,0.61,0.00
08/29/2025 05:00,MHK VL,61756,25.05,0.71,0.00
08/29/2025 05:00,MILLWD,61759,24.93,0.58,0.00
08/29/2025 05:00,N.Y.C.,61761,25.07,0.73,0.00
08/29/2025 05:00,NORTH,61755,25.05,0.71,0.00
08/29/2025 05:00,NPX,61845,24.85,0.51,0.00
08/29/2025 05:00,O H,61846,23.05,-1.29,0.00
08/29/2025 05:00,PJM,61847,19.51,-0.44,4.39
08/29/2025 05:00,WEST,61752,23.39,-0.95,0.00
08/29/2025 06:00,CAPITL,61757,30.38,1.03,0.00
08/29/2025 06:00,CENTRL,61754,29.03,-0.32,0.00
08/29/2025 06:00,DUNWOD,61760,30.32,0.97,0.00
08/29/2025 06:00,GENESE,61753,28.12,-1.23,0.00
08/29/2025 06:00,H Q,61844,29.61,0.26,0.00
08/29/2025 06:00,HUD VL,61758,30.05,0.70,0.00
08/29/2025 06:00,LONGIL,61762,30.05,0.70,0.00
08/29/2025 06:00,MHK VL,61756,30.26,0.91,0.00
08/29/2025 06:00,MILLWD,61759,30.20,0.85,0.00
08/29/2025 06:00,N.Y.C.,61761,30.41,1.06,0.00
08/29/2025 06:00,NORTH,61755,30.26,0.91,0.00
08/29/2025 06:00,NPX,61845,30.05,0.70,0.00
08/29/2025 06:00,O H,61846,27.00,-2.35,0.00
08/29/2025 06:00,PJM,61847,25.84,-0.70,2.81
08/29/2025 06:00,WEST,61752,27.50,-1.85,0.00
08/29/2025 07:00,CAPITL,61757,33.16,1.00,0.00
08/29/2025 07:00,CENTRL,61754,31.90,-0.26,0.00
08/29/2025 07:00,DUNWOD,61760,33.41,1.25,0.00
08/29/2025 07:00,GENESE,61753,31.19,-0.96,0.00
08/29/2025 07:00,H Q,61844,32.45,0.29,0.00
08/29/2025 07:00,HUD VL,61758,32.93,0.77,0.00
08/29/2025 07:00,LONGIL,61762,33.25,1.09,0.00
08/29/2025 07:00,MHK VL,61756,33.22,1.06,0.00
08/29/2025 07:00,MILLWD,61759,33.28,1.12,0.00
08/29/2025 07:00,N.Y.C.,61761,33.57,1.41,0.00
08/29/2025 07:00,NORTH,61755,33.19,1.03,0.00
08/29/2025 07:00,NPX,61845,32.80,0.64,0.00
08/29/2025 07:00,O H,61846,30.00,-2.15,0.00
08/29/2025 07:00,PJM,61847,27.53,-0.58,4.05
08/29/2025 07:00,WEST,61752,30.55,-1.61,0.00
08/29/2025 08:00,CAPITL,61757,33.37,0.94,0.00
08/29/2025 08:00,CENTRL,61754,32.10,-0.32,0.00
08/29/2025 08:00,DUNWOD,61760,33.92,1.49,0.00
08/29/2025 08:00,GENESE,61753,31.29,-1.14,0.00
08/29/2025 08:00,H Q,61844,32.68,0.26,0.00
08/29/2025 08:00,HUD VL,61758,33.33,0.91,0.00
08/29/2025 08:00,LONGIL,61762,33.98,1.56,0.00
08/29/2025 08:00,MHK VL,61756,33.33,0.91,0.00
08/29/2025 08:00,MILLWD,61759,33.69,1.26,0.00
08/29/2025 08:00,N.Y.C.,61761,34.08,1.65,0.00
08/29/2025 08:00,NORTH,61755,33.37,0.94,0.00
08/29/2025 08:00,NPX,61845,33.14,0.71,0.00
08/29/2025 08:00,O H,61846,30.06,-2.37,0.00
08/29/2025 08:00,PJM,61847,22.80,-0.58,9.04
08/29/2025 08:00,WEST,61752,30.48,-1.94,0.00
08/29/2025 09:00,CAPITL,61757,29.78,0.78,0.05
08/29/2025 09:00,CENTRL,61754,28.73,-0.32,0.00
08/29/2025 09:00,DUNWOD,61760,30.72,1.60,-0.08
08/29/2025 09:00,GENESE,61753,28.18,-0.87,0.00
08/29/2025 09:00,H Q,61844,29.25,0.20,0.00
08/29/2025 09:00,HUD VL,61758,30.00,0.90,-0.05
08/29/2025 09:00,LONGIL,61762,30.84,1.71,-0.08
08/29/2025 09:00,MHK VL,61756,29.80,0.75,0.00
08/29/2025 09:00,MILLWD,61759,30.43,1.31,-0.07
08/29/2025 09:00,N.Y.C.,61761,30.78,1.65,-0.07
08/29/2025 09:00,NORTH,61755,29.72,0.67,0.00
08/29/2025 09:00,NPX,61845,29.31,0.73,0.46
08/29/2025 09:00,O H,61846,27.36,-1.69,0.00
08/29/2025 09:00,PJM,61847,23.40,-0.29,5.36
08/29/2025 09:00,WEST,61752,27.68,-1.36,0.00
08/29/2025 10:00,CAPITL,61757,29.94,0.65,0.15
08/29/2025 10:00,CENTRL,61754,29.09,-0.35,0.00
08/29/2025 10:00,DUNWOD,61760,31.35,1.71,-0.20
08/29/2025 10:00,GENESE,61753,28.50,-0.94,0.00
08/29/2025 10:00,H Q,61844,29.62,0.18,0.00
08/29/2025 10:00,HUD VL,61758,30.53,0.97,-0.12
08/29/2025 10:00,LONGIL,61762,31.74,2.09,-0.21
08/29/2025 10:00,MHK VL,61756,30.18,0.74,0.00
08/29/2025 10:00,MILLWD,61759,31.05,1.41,-0.19
08/29/2025 10:00,N.Y.C.,61761,31.41,1.77,-0.20
08/29/2025 10:00,NORTH,61755,30.09,0.65,0.00
08/29/2025 10:00,NPX,61845,29.01,0.80,1.23
08/29/2025 10:00,O H,61846,27.65,-1.80,0.00
