Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
11/08/2025 00:00,CAPITL,61757,40.03,1.24,0.00
11/08/2025 00:00,CENTRL,61754,38.09,-0.70,0.00
11/08/2025 00:00,DUNWOD,61760,41.00,2.21,0.00
11/08/2025 00:00,GENESE,61753,37.20,-1.59,0.00
11/08/2025 00:00,H Q,61844,38.83,0.04,0.00
11/08/2025 00:00,HUD VL,61758,40.73,1.94,0.00
11/08/2025 00:00,LONGIL,61762,41.43,2.64,0.00
11/08/2025 00:00,MHK VL,61756,39.64,0.85,0.00
11/08/2025 00:00,MILLWD,61759,40.81,2.02,0.00
11/08/2025 00:00,N.Y.C.,61761,41.39,2.60,0.00
11/08/2025 00:00,NORTH,61755,38.95,0.16,0.00
11/08/2025 00:00,NPX,61845,40.07,1.28,0.00
11/08/2025 00:00,O H,61846,36.23,-2.56,0.00
11/08/2025 00:00,PJM,61847,38.28,-0.51,0.00
11/08/2025 00:00,WEST,61752,36.27,-2.52,0.00
11/08/2025 01:00,CAPITL,61757,36.86,1.11,0.00
11/08/2025 01:00,CENTRL,61754,35.25,-0.50,0.00
11/08/2025 01:00,DUNWOD,61760,37.61,1.86,0.00
11/08/2025 01:00,GENESE,61753,34.50,-1.25,0.00
11/08/2025 01:00,H Q,61844,35.78,0.04,0.00
11/08/2025 01:00,HUD VL,61758,37.36,1.61,0.00
11/08/2025 01:00,LONGIL,61762,37.75,2.00,0.00
11/08/2025 01:00,MHK VL,61756,36.50,0.75,0.00
11/08/2025 01:00,MILLWD,61759,37.46,1.72,0.00
11/08/2025 01:00,N.Y.C.,61761,37.93,2.18,0.00
11/08/2025 01:00,NORTH,61755,35.89,0.14,0.00
11/08/2025 01:00,NPX,61845,36.86,1.11,0.00
11/08/2025 01:00,O H,61846,33.75,-2.00,0.00
11/08/2025 01:00,PJM,61847,35.39,-0.36,0.00
11/08/2025 01:00,WEST,61752,33.89,-1.86,0.00
11/08/2025 02:00,CAPITL,61757,35.92,1.01,0.00
11/08/2025 02:00,CENTRL,61754,34.45,-0.45,0.00
11/08/2025 02:00,DUNWOD,61760,36.65,1.74,0.00
11/08/2025 02:00,GENESE,61753,33.79,-1.12,0.00
11/08/2025 02:00,H Q,61844,34.94,0.03,0.00
11/08/2025 02:00,HUD VL,61758,36.44,1.53,0.00
11/08/2025 02:00,LONGIL,61762,36.72,1.81,0.00
11/08/2025 02:00,MHK VL,61756,35.71,0.80,0.00
11/08/2025 02:00,MILLWD,61759,36.51,1.61,0.00
11/08/2025 02:00,N.Y.C.,61761,37.00,2.09,0.00
11/08/2025 02:00,NORTH,61755,35.12,0.21,0.00
11/08/2025 02:00,NPX,61845,35.92,1.01,0.00
11/08/2025 02:00,O H,61846,33.05,-1.85,0.00
11/08/2025 02:00,PJM,61847,34.56,-0.35,0.00
11/08/2025 02:00,WEST,61752,33.16,-1.74,0.00
11/08/2025 03:00,CAPITL,61757,35.18,1.09,0.00
11/08/2025 03:00,CENTRL,61754,33.75,-0.34,0.00
11/08/2025 03:00,DUNWOD,61760,35.73,1.64,0.00
11/08/2025 03:00,GENESE,61753,33.17,-0.92,0.00
11/08/2025 03:00,H Q,61844,34.09,0.00,0.00
11/08/2025 03:00,HUD VL,61758,35.53,1.43,0.00
11/08/2025 03:00,LONGIL,61762,35.73,1.64,0.00
11/08/2025 03:00,MHK VL,61756,34.78,0.68,0.00
11/08/2025 03:00,MILLWD,61759,35.59,1.50,0.00
11/08/2025 03:00,N.Y.C.,61761,36.07,1.98,0.00
11/08/2025 03:00,NORTH,61755,34.16,0.07,0.00
11/08/2025 03:00,NPX,61845,35.18,1.09,0.00
11/08/2025 03:00,O H,61846,32.56,-1.53,0.00
11/08/2025 03:00,PJM,61847,33.89,-0.20,0.00
11/08/2025 03:00,WEST,61752,32.73,-1.36,0.00
11/08/2025 04:00,CAPITL,61757,35.99,1.01,0.00
11/08/2025 04:00,CENTRL,61754,34.66,-0.32,0.00
