Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
02/10/2025 00:00,CAPITL,61757,83.01,4.47,-7.71
02/10/2025 00:00,CENTRL,61754,70.13,-0.71,0.00
02/10/2025 00:00,DUNWOD,61760,76.07,4.32,-0.91
02/10/2025 00:00,GENESE,61753,68.07,-2.76,0.00
02/10/2025 00:00,H Q,61844,69.99,-0.85,0.00
02/10/2025 00:00,HUD VL,61758,75.45,3.54,-1.07
02/10/2025 00:00,LONGIL,61762,106.57,6.02,-29.72
02/10/2025 00:00,MHK VL,61756,74.14,2.76,-0.55
02/10/2025 00:00,MILLWD,61759,76.16,4.39,-0.93
02/10/2025 00:00,N.Y.C.,61761,76.22,4.47,-0.91
02/10/2025 00:00,NORTH,61755,70.70,-0.14,0.00
02/10/2025 00:00,NPX,61845,143.38,4.04,-68.51
02/10/2025 00:00,O H,61846,66.16,-4.68,0.00
02/10/2025 00:00,PJM,61847,51.52,-0.28,19.03
02/10/2025 00:00,WEST,61752,67.65,-3.19,0.00
02/10/2025 01:00,CAPITL,61757,78.00,4.37,-3.16
02/10/2025 01:00,CENTRL,61754,69.34,-1.13,0.00
02/10/2025 01:00,DUNWOD,61760,74.86,4.01,-0.37
02/10/2025 01:00,GENESE,61753,67.16,-3.31,0.00
02/10/2025 01:00,H Q,61844,69.98,-0.49,0.00
02/10/2025 01:00,HUD VL,61758,74.29,3.38,-0.44
02/10/2025 01:00,LONGIL,61762,100.17,5.71,-23.99
02/10/2025 01:00,MHK VL,61756,73.30,2.61,-0.22
02/10/2025 01:00,MILLWD,61759,74.94,4.09,-0.38
02/10/2025 01:00,N.Y.C.,61761,75.00,4.16,-0.37
02/10/2025 01:00,NORTH,61755,70.75,0.28,0.00
02/10/2025 01:00,NPX,61845,143.16,3.80,-68.89
02/10/2025 01:00,O H,61846,65.05,-5.42,0.00
02/10/2025 01:00,PJM,61847,51.60,-0.70,18.17
02/10/2025 01:00,WEST,61752,66.52,-3.94,0.00
02/10/2025 02:00,CAPITL,61757,78.00,4.29,-3.38
02/10/2025 02:00,CENTRL,61754,69.20,-1.13,0.00
02/10/2025 02:00,DUNWOD,61760,74.67,3.94,-0.40
02/10/2025 02:00,GENESE,61753,66.89,-3.44,0.00
02/10/2025 02:00,H Q,61844,69.98,-0.35,0.00
02/10/2025 02:00,HUD VL,61758,74.03,3.24,-0.47
02/10/2025 02:00,LONGIL,61762,91.24,5.49,-15.42
02/10/2025 02:00,MHK VL,61756,73.24,2.67,-0.24
02/10/2025 02:00,MILLWD,61759,74.60,3.87,-0.41
02/10/2025 02:00,N.Y.C.,61761,74.67,3.94,-0.40
02/10/2025 02:00,NORTH,61755,70.68,0.35,0.00
02/10/2025 02:00,NPX,61845,138.83,3.72,-64.78
02/10/2025 02:00,O H,61846,64.84,-5.49,0.00
02/10/2025 02:00,PJM,61847,50.14,-0.77,19.42
02/10/2025 02:00,WEST,61752,66.39,-3.94,0.00
02/10/2025 03:00,CAPITL,61757,78.00,4.38,-3.07
02/10/2025 03:00,CENTRL,61754,69.56,-0.99,0.00
02/10/2025 03:00,DUNWOD,61760,75.00,4.09,-0.36
02/10/2025 03:00,GENESE,61753,67.30,-3.24,0.00
02/10/2025 03:00,H Q,61844,69.98,-0.57,0.00
02/10/2025 03:00,HUD VL,61758,74.36,3.39,-0.43
02/10/2025 03:00,LONGIL,61762,93.00,5.71,-16.74
02/10/2025 03:00,MHK VL,61756,73.51,2.75,-0.22
02/10/2025 03:00,MILLWD,61759,75.01,4.09,-0.37
02/10/2025 03:00,N.Y.C.,61761,75.00,4.09,-0.36
02/10/2025 03:00,NORTH,61755,70.76,0.21,0.00
02/10/2025 03:00,NPX,61845,136.30,3.88,-61.88
02/10/2025 03:00,O H,61846,65.33,-5.22,0.00
02/10/2025 03:00,PJM,61847,50.68,-0.57,19.30
02/10/2025 03:00,WEST,61752,66.81,-3.74,0.00
02/10/2025 04:00,CAPITL,61757,88.00,4.54,-12.53
02/10/2025 04:00,CENTRL,61754,70.35,-0.57,0.00
02/10/2025 04:00,DUNWOD,61760,76.66,4.26,-1.48
02/10/2025 04:00,GENESE,61753,68.44,-2.48,0.00
02/10/2025 04:00,H Q,61844,70.00,-0.92,0.00
02/10/2025 04:00,HUD VL,61758,76.27,3.62,-1.74
02/10/2025 04:00,LONGIL,61762,91.24,5.96,-14.35
02/10/2025 04:00,MHK VL,61756,74.72,2.91,-0.89
02/10/2025 04:00,MILLWD,61759,76.76,4.33,-1.51
02/10/2025 04:00,N.Y.C.,61761,76.73,4.33,-1.48
02/10/2025 04:00,NORTH,61755,70.64,-0.28,0.00
02/10/2025 04:00,NPX,61845,142.48,4.04,-67.52
02/10/2025 04:00,O H,61846,66.74,-4.18,0.00
02/10/2025 04:00,PJM,61847,55.02,-0.14,15.76
02/10/2025 04:00,WEST,61752,68.23,-2.69,0.00
02/10/2025 05:00,CAPITL,61757,101.72,5.10,-17.03
02/10/2025 05:00,CENTRL,61754,79.04,-0.55,0.00
02/10/2025 05:00,DUNWOD,61760,86.38,4.78,-2.01
02/10/2025 05:00,GENESE,61753,76.73,-2.86,0.00
02/10/2025 05:00,H Q,61844,78.55,-1.04,0.00
02/10/2025 05:00,HUD VL,61758,86.01,4.06,-2.36
02/10/2025 05:00,LONGIL,61762,97.12,6.69,-10.84
02/10/2025 05:00,MHK VL,61756,84.38,3.58,-1.21
02/10/2025 05:00,MILLWD,61759,86.50,4.86,-2.05
02/10/2025 05:00,N.Y.C.,61761,86.22,4.61,-2.02
02/10/2025 05:00,NORTH,61755,79.51,-0.08,0.00
02/10/2025 05:00,NPX,61845,156.20,4.53,-72.07
02/10/2025 05:00,O H,61846,74.26,-5.33,0.00
02/10/2025 05:00,PJM,61847,63.87,-0.32,15.40
02/10/2025 05:00,WEST,61752,76.09,-3.50,0.00
02/10/2025 06:00,CAPITL,61757,115.72,6.38,-2.96
02/10/2025 06:00,CENTRL,61754,105.11,-1.71,-0.43
02/10/2025 06:00,DUNWOD,61760,116.00,7.24,-2.37
02/10/2025 06:00,GENESE,61753,101.73,-5.00,-0.34
02/10/2025 06:00,H Q,61844,105.00,-1.39,0.00
02/10/2025 06:00,HUD VL,61758,114.75,6.06,-2.31
02/10/2025 06:00,LONGIL,61762,146.27,9.78,-30.10
02/10/2025 06:00,MHK VL,61756,112.02,5.11,-0.53
02/10/2025 06:00,MILLWD,61759,116.01,7.24,-2.39
02/10/2025 06:00,N.Y.C.,61761,116.00,7.24,-2.38
02/10/2025 06:00,NORTH,61755,106.81,0.43,0.00
02/10/2025 06:00,NPX,61845,176.30,6.38,-63.53
02/10/2025 06:00,O H,61846,96.36,-10.42,-0.40
02/10/2025 06:00,PJM,61847,80.00,-1.81,24.58
02/10/2025 06:00,WEST,61752,97.45,-9.36,-0.43
02/10/2025 07:00,CAPITL,61757,179.57,7.37,-38.14
02/10/2025 07:00,CENTRL,61754,136.12,-2.68,-4.73
02/10/2025 07:00,DUNWOD,61760,173.91,9.24,-30.60
02/10/2025 07:00,GENESE,61753,128.37,-8.31,-2.62
02/10/2025 07:00,H Q,61844,132.99,-1.08,0.00
02/10/2025 07:00,HUD VL,61758,171.06,7.23,-29.76
02/10/2025 07:00,LONGIL,61762,177.05,12.33,-30.66
02/10/2025 07:00,MHK VL,61756,148.18,6.57,-7.55
02/10/2025 07:00,MILLWD,61759,174.65,9.78,-30.80
02/10/2025 07:00,N.Y.C.,61761,174.24,9.52,-30.66
02/10/2025 07:00,NORTH,61755,135.27,1.20,0.00
02/10/2025 07:00,NPX,61845,196.40,7.77,-54.56
02/10/2025 07:00,O H,61846,119.99,-16.63,-2.55
02/10/2025 07:00,PJM,61847,90.76,-3.08,40.23
02/10/2025 07:00,WEST,61752,121.88,-14.61,-2.42
02/10/2025 08:00,CAPITL,61757,175.41,8.66,-19.95
02/10/2025 08:00,CENTRL,61754,144.97,-2.93,-1.10
02/10/2025 08:00,DUNWOD,61760,163.33,11.02,-5.51
02/10/2025 08:00,GENESE,61753,137.36,-10.28,-0.84
02/10/2025 08:00,H Q,61844,145.19,-1.61,0.00
02/10/2025 08:00,HUD VL,61758,160.81,8.36,-5.65
02/10/2025 08:00,LONGIL,61762,166.00,13.66,-5.54
02/10/2025 08:00,MHK VL,61756,156.13,7.19,-2.13
02/10/2025 08:00,MILLWD,61759,163.82,11.46,-5.56
02/10/2025 08:00,N.Y.C.,61761,164.66,11.59,-6.26
02/10/2025 08:00,NORTH,61755,147.69,0.89,0.00
02/10/2025 08:00,NPX,61845,171.58,9.25,-15.52
02/10/2025 08:00,O H,61846,129.00,-18.79,-0.99
02/10/2025 08:00,PJM,61847,78.69,-2.50,65.62
02/10/2025 08:00,WEST,61752,132.75,-15.12,-1.06
02/10/2025 09:00,CAPITL,61757,142.11,5.79,-38.13
02/10/2025 09:00,CENTRL,61754,102.89,-0.89,-5.60
02/10/2025 09:00,DUNWOD,61760,136.64,7.86,-30.60
02/10/2025 09:00,GENESE,61753,98.70,-3.93,-4.45
02/10/2025 09:00,H Q,61844,96.12,-2.07,0.00
02/10/2025 09:00,HUD VL,61758,133.83,5.89,-29.76
02/10/2025 09:00,LONGIL,61762,138.45,9.63,-30.64
02/10/2025 09:00,MHK VL,61756,109.85,4.81,-6.86
02/10/2025 09:00,MILLWD,61759,137.03,8.05,-30.80
02/10/2025 09:00,N.Y.C.,61761,137.61,8.34,-31.09
02/10/2025 09:00,NORTH,61755,97.20,-0.98,0.00
02/10/2025 09:00,NPX,61845,151.68,6.58,-46.92
02/10/2025 09:00,O H,61846,95.00,-8.35,-5.16
02/10/2025 09:00,PJM,61847,70.58,-0.59,27.02
02/10/2025 09:00,WEST,61752,96.43,-7.26,-5.51
02/10/2025 10:00,CAPITL,61757,123.69,5.52,-21.22
02/10/2025 10:00,CENTRL,61754,98.50,-1.55,-3.11
02/10/2025 10:00,DUNWOD,61760,121.73,7.76,-17.03
02/10/2025 10:00,GENESE,61753,94.77,-4.65,-2.48
02/10/2025 10:00,H Q,61844,95.39,-1.55,0.00
02/10/2025 10:00,HUD VL,61758,119.22,5.72,-16.56
02/10/2025 10:00,LONGIL,61762,123.39,9.40,-17.05
02/10/2025 10:00,MHK VL,61756,105.02,4.26,-3.81
02/10/2025 10:00,MILLWD,61759,122.03,7.95,-17.14
02/10/2025 10:00,N.Y.C.,61761,122.34,8.34,-17.06
02/10/2025 10:00,NORTH,61755,96.94,0.00,0.00
02/10/2025 10:00,NPX,61845,145.37,6.50,-41.93
02/10/2025 10:00,O H,61846,90.61,-9.21,-2.87
02/10/2025 10:00,PJM,61847,65.60,-0.97,30.38
02/10/2025 10:00,WEST,61752,91.67,-8.34,-3.06
02/10/2025 11:00,CAPITL,61757,103.54,5.01,-7.38
02/10/2025 11:00,CENTRL,61754,90.15,-2.01,-1.01
02/10/2025 11:00,DUNWOD,61760,106.90,7.11,-8.63
02/10/2025 11:00,GENESE,61753,86.85,-5.10,-0.80
02/10/2025 11:00,H Q,61844,89.97,-1.19,0.00
02/10/2025 11:00,HUD VL,61758,99.99,5.19,-3.64
02/10/2025 11:00,LONGIL,61762,108.42,8.66,-8.61
02/10/2025 11:00,MHK VL,61756,95.70,3.65,-0.90
02/10/2025 11:00,MILLWD,61759,106.58,7.38,-8.05
02/10/2025 11:00,N.Y.C.,61761,107.49,7.74,-8.59
02/10/2025 11:00,NORTH,61755,91.34,0.18,0.00
02/10/2025 11:00,NPX,61845,137.47,5.92,-40.40
02/10/2025 11:00,O H,61846,82.60,-9.48,-0.93
02/10/2025 11:00,PJM,61847,63.74,-1.28,26.14
02/10/2025 11:00,WEST,61752,83.57,-8.57,-0.99
02/10/2025 12:00,CAPITL,61757,112.84,4.44,-27.70
02/10/2025 12:00,CENTRL,61754,82.99,-1.78,-4.07
02/10/2025 12:00,DUNWOD,61760,109.23,6.30,-22.23
02/10/2025 12:00,GENESE,61753,79.50,-4.44,-3.23
02/10/2025 12:00,H Q,61844,79.74,-0.96,0.00
02/10/2025 12:00,HUD VL,61758,107.00,4.68,-21.62
02/10/2025 12:00,LONGIL,61762,110.63,7.67,-22.25
02/10/2025 12:00,MHK VL,61756,88.83,3.14,-4.98
02/10/2025 12:00,MILLWD,61759,109.61,6.53,-22.37
02/10/2025 12:00,N.Y.C.,61761,109.83,6.86,-22.27
02/10/2025 12:00,NORTH,61755,81.11,0.41,0.00
02/10/2025 12:00,NPX,61845,133.02,5.24,-47.07
02/10/2025 12:00,O H,61846,76.14,-8.31,-3.75
02/10/2025 12:00,PJM,61847,60.25,-1.13,19.32
02/10/2025 12:00,WEST,61752,77.04,-7.67,-4.00
02/10/2025 13:00,CAPITL,61757,111.59,4.12,-32.49
02/10/2025 13:00,CENTRL,61754,78.17,-1.58,-4.77
02/10/2025 13:00,DUNWOD,61760,106.97,5.92,-26.07
02/10/2025 13:00,GENESE,61753,74.87,-3.90,-3.79
02/10/2025 13:00,H Q,61844,74.00,-0.98,0.00
02/10/2025 13:00,HUD VL,61758,104.75,4.42,-25.35
02/10/2025 13:00,LONGIL,61762,108.28,7.20,-26.10
02/10/2025 13:00,MHK VL,61756,83.59,2.78,-5.84
02/10/2025 13:00,MILLWD,61759,107.22,6.00,-26.24
02/10/2025 13:00,N.Y.C.,61761,107.47,6.37,-26.12
02/10/2025 13:00,NORTH,61755,75.20,0.23,0.00
02/10/2025 13:00,NPX,61845,133.49,4.87,-53.64
02/10/2025 13:00,O H,61846,72.10,-7.27,-4.40
02/10/2025 13:00,PJM,61847,58.92,-0.90,15.16
02/10/2025 13:00,WEST,61752,72.92,-6.75,-4.69
02/10/2025 14:00,CAPITL,61757,117.55,3.75,-42.95
02/10/2025 14:00,CENTRL,61754,75.59,-1.56,-6.30
02/10/2025 14:00,DUNWOD,61760,110.91,5.60,-34.47
02/10/2025 14:00,GENESE,61753,71.82,-4.04,-5.01
02/10/2025 14:00,H Q,61844,70.00,-0.85,0.00
02/10/2025 14:00,HUD VL,61758,108.55,4.18,-33.52
02/10/2025 14:00,LONGIL,61762,112.30,6.95,-34.51
02/10/2025 14:00,MHK VL,61756,81.19,2.62,-7.72
02/10/2025 14:00,MILLWD,61759,111.27,5.74,-34.69
02/10/2025 14:00,N.Y.C.,61761,111.47,6.09,-34.53
02/10/2025 14:00,NORTH,61755,71.06,0.21,0.00
02/10/2025 14:00,NPX,61845,141.71,4.60,-66.26
02/10/2025 14:00,O H,61846,69.29,-7.37,-5.82
02/10/2025 14:00,PJM,61847,56.00,-0.99,13.86
02/10/2025 14:00,WEST,61752,70.11,-6.94,-6.20
02/10/2025 15:00,CAPITL,61757,136.82,3.86,-61.43
02/10/2025 15:00,CENTRL,61754,79.18,-1.36,-9.02
02/10/2025 15:00,DUNWOD,61760,126.54,5.72,-49.29
02/10/2025 15:00,GENESE,61753,74.83,-3.86,-7.17
02/10/2025 15:00,H Q,61844,70.53,-1.00,0.00
02/10/2025 15:00,HUD VL,61758,123.76,4.29,-47.94
