Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
06/21/2025 00:00,CAPITL,61757,40.79,1.83,0.00
06/21/2025 00:00,CENTRL,61754,39.23,0.27,0.00
06/21/2025 00:00,DUNWOD,61760,41.92,2.96,0.00
06/21/2025 00:00,GENESE,61753,38.65,-0.31,0.00
06/21/2025 00:00,H Q,61844,38.53,-0.43,0.00
06/21/2025 00:00,HUD VL,61758,41.49,2.53,0.00
06/21/2025 00:00,LONGIL,61762,43.09,4.13,-0.01
06/21/2025 00:00,MHK VL,61756,40.28,1.33,0.00
06/21/2025 00:00,MILLWD,61759,41.65,2.69,0.00
06/21/2025 00:00,N.Y.C.,61761,42.24,3.27,0.00
06/21/2025 00:00,NORTH,61755,38.92,-0.04,0.00
06/21/2025 00:00,NPX,61845,40.79,1.83,0.00
06/21/2025 00:00,O H,61846,37.87,-1.09,0.00
06/21/2025 00:00,PJM,61847,39.93,0.97,0.00
06/21/2025 00:00,WEST,61752,38.41,-0.55,0.00
06/21/2025 01:00,CAPITL,61757,36.52,1.54,0.00
06/21/2025 01:00,CENTRL,61754,35.26,0.28,0.00
06/21/2025 01:00,DUNWOD,61760,37.43,2.45,0.00
06/21/2025 01:00,GENESE,61753,34.74,-0.24,0.00
06/21/2025 01:00,H Q,61844,34.60,-0.38,0.00
06/21/2025 01:00,HUD VL,61758,37.11,2.13,0.00
06/21/2025 01:00,LONGIL,61762,38.52,3.53,-0.01
06/21/2025 01:00,MHK VL,61756,36.03,1.05,0.00
06/21/2025 01:00,MILLWD,61759,37.22,2.24,0.00
06/21/2025 01:00,N.Y.C.,61761,37.71,2.73,0.00
06/21/2025 01:00,NORTH,61755,34.91,-0.07,0.00
06/21/2025 01:00,NPX,61845,36.56,1.58,0.00
06/21/2025 01:00,O H,61846,34.21,-0.77,0.00
06/21/2025 01:00,PJM,61847,35.82,0.84,0.00
06/21/2025 01:00,WEST,61752,34.66,-0.32,0.00
06/21/2025 02:00,CAPITL,61757,34.07,1.37,0.00
06/21/2025 02:00,CENTRL,61754,32.86,0.16,0.00
06/21/2025 02:00,DUNWOD,61760,34.79,2.09,0.00
06/21/2025 02:00,GENESE,61753,32.31,-0.39,0.00
06/21/2025 02:00,H Q,61844,32.37,-0.33,0.00
06/21/2025 02:00,HUD VL,61758,34.50,1.80,0.00
06/21/2025 02:00,LONGIL,61762,35.64,2.94,0.00
06/21/2025 02:00,MHK VL,61756,33.74,1.05,0.00
06/21/2025 02:00,MILLWD,61759,34.59,1.90,0.00
06/21/2025 02:00,N.Y.C.,61761,35.02,2.32,0.00
06/21/2025 02:00,NORTH,61755,32.73,0.03,0.00
06/21/2025 02:00,NPX,61845,34.07,1.37,0.00
06/21/2025 02:00,O H,61846,31.78,-0.92,0.00
06/21/2025 02:00,PJM,61847,33.22,0.52,0.00
06/21/2025 02:00,WEST,61752,32.17,-0.52,0.00
06/21/2025 03:00,CAPITL,61757,32.30,1.30,0.00
06/21/2025 03:00,CENTRL,61754,31.03,0.03,0.00
06/21/2025 03:00,DUNWOD,61760,33.05,2.05,0.00
06/21/2025 03:00,GENESE,61753,30.41,-0.59,0.00
06/21/2025 03:00,H Q,61844,30.69,-0.31,0.00
06/21/2025 03:00,HUD VL,61758,32.74,1.74,0.00
06/21/2025 03:00,LONGIL,61762,33.82,2.82,0.00
06/21/2025 03:00,MHK VL,61756,31.97,0.96,0.00
06/21/2025 03:00,MILLWD,61759,32.89,1.89,0.00
06/21/2025 03:00,N.Y.C.,61761,33.27,2.26,0.00
06/21/2025 03:00,NORTH,61755,31.07,0.06,0.00
06/21/2025 03:00,NPX,61845,32.40,1.40,0.00
06/21/2025 03:00,O H,61846,29.86,-1.15,0.00
06/21/2025 03:00,PJM,61847,31.44,0.43,0.00
06/21/2025 03:00,WEST,61752,30.23,-0.77,0.00
06/21/2025 04:00,CAPITL,61757,31.65,1.28,0.00
06/21/2025 04:00,CENTRL,61754,30.34,-0.03,0.00
06/21/2025 04:00,DUNWOD,61760,32.38,2.00,0.00
06/21/2025 04:00,GENESE,61753,29.65,-0.73,0.00
06/21/2025 04:00,H Q,61844,30.10,-0.27,0.00
06/21/2025 04:00,HUD VL,61758,32.10,1.73,0.00
06/21/2025 04:00,LONGIL,61762,33.14,2.76,0.00
06/21/2025 04:00,MHK VL,61756,31.35,0.97,0.00
06/21/2025 04:00,MILLWD,61759,32.26,1.88,0.00
06/21/2025 04:00,N.Y.C.,61761,32.59,2.22,0.00
06/21/2025 04:00,NORTH,61755,30.47,0.09,0.00
06/21/2025 04:00,NPX,61845,31.77,1.40,0.00
06/21/2025 04:00,O H,61846,28.98,-1.40,0.00
