Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
01/18/2025 00:00,CAPITL,61757,73.68,3.64,0.00
01/18/2025 00:00,CENTRL,61754,69.47,-0.56,0.00
01/18/2025 00:00,DUNWOD,61760,74.59,4.55,0.00
01/18/2025 00:00,GENESE,61753,66.89,-3.15,0.00
01/18/2025 00:00,H Q,61844,69.20,-0.84,0.00
01/18/2025 00:00,HUD VL,61758,74.03,3.99,0.00
01/18/2025 00:00,LONGIL,61762,90.28,6.79,-13.45
01/18/2025 00:00,MHK VL,61756,72.63,2.59,0.00
01/18/2025 00:00,MILLWD,61759,74.38,4.34,0.00
01/18/2025 00:00,N.Y.C.,61761,87.86,4.62,-13.20
01/18/2025 00:00,NORTH,61755,69.47,-0.56,0.00
01/18/2025 00:00,NPX,61845,125.00,3.99,-50.97
01/18/2025 00:00,O H,61846,64.30,-5.74,0.00
01/18/2025 00:00,PJM,61847,41.43,-0.14,28.47
01/18/2025 00:00,WEST,61752,65.27,-4.76,0.00
01/18/2025 01:00,CAPITL,61757,73.10,3.41,0.00
01/18/2025 01:00,CENTRL,61754,68.71,-0.98,0.00
01/18/2025 01:00,DUNWOD,61760,73.94,4.25,0.00
01/18/2025 01:00,GENESE,61753,66.06,-3.63,0.00
01/18/2025 01:00,H Q,61844,69.20,-0.48,0.00
01/18/2025 01:00,HUD VL,61758,73.44,3.76,0.00
01/18/2025 01:00,LONGIL,61762,85.25,6.41,-9.16
01/18/2025 01:00,MHK VL,61756,72.06,2.37,0.00
01/18/2025 01:00,MILLWD,61759,73.79,4.11,0.00
01/18/2025 01:00,N.Y.C.,61761,73.94,4.25,0.00
01/18/2025 01:00,NORTH,61755,69.41,-0.28,0.00
01/18/2025 01:00,NPX,61845,111.87,3.76,-38.43
01/18/2025 01:00,O H,61846,63.48,-6.20,0.00
01/18/2025 01:00,PJM,61847,41.24,-0.48,27.96
01/18/2025 01:00,WEST,61752,64.32,-5.36,0.00
01/18/2025 02:00,CAPITL,61757,71.72,3.28,0.00
01/18/2025 02:00,CENTRL,61754,67.41,-1.02,0.00
01/18/2025 02:00,DUNWOD,61760,72.40,3.97,0.00
01/18/2025 02:00,GENESE,61753,64.54,-3.90,0.00
01/18/2025 02:00,H Q,61844,68.03,-0.41,0.00
01/18/2025 02:00,HUD VL,61758,72.06,3.62,0.00
01/18/2025 02:00,LONGIL,61762,80.06,6.02,-5.60
01/18/2025 02:00,MHK VL,61756,70.56,2.12,0.00
01/18/2025 02:00,MILLWD,61759,72.33,3.90,0.00
01/18/2025 02:00,N.Y.C.,61761,72.40,3.97,0.00
01/18/2025 02:00,NORTH,61755,68.10,-0.34,0.00
01/18/2025 02:00,NPX,61845,109.79,3.62,-37.73
01/18/2025 02:00,O H,61846,62.00,-6.44,0.00
01/18/2025 02:00,PJM,61847,40.22,-0.62,27.60
01/18/2025 02:00,WEST,61752,62.83,-5.61,0.00
01/18/2025 03:00,CAPITL,61757,73.24,3.55,0.00
01/18/2025 03:00,CENTRL,61754,68.57,-1.12,0.00
01/18/2025 03:00,DUNWOD,61760,73.72,4.04,0.00
01/18/2025 03:00,GENESE,61753,65.51,-4.18,0.00
01/18/2025 03:00,H Q,61844,69.20,-0.48,0.00
01/18/2025 03:00,HUD VL,61758,73.38,3.69,0.00
01/18/2025 03:00,LONGIL,61762,78.69,6.13,-2.87
01/18/2025 03:00,MHK VL,61756,71.71,2.02,0.00
01/18/2025 03:00,MILLWD,61759,73.65,3.97,0.00
01/18/2025 03:00,N.Y.C.,61761,73.65,3.97,0.00
01/18/2025 03:00,NORTH,61755,69.20,-0.48,0.00
01/18/2025 03:00,NPX,61845,109.28,3.76,-35.84
01/18/2025 03:00,O H,61846,62.93,-6.76,0.00
01/18/2025 03:00,PJM,61847,40.01,-0.70,28.98
01/18/2025 03:00,WEST,61752,63.76,-5.92,0.00
01/18/2025 04:00,CAPITL,61757,73.52,3.76,0.00
01/18/2025 04:00,CENTRL,61754,68.72,-1.04,0.00
01/18/2025 04:00,DUNWOD,61760,73.81,4.04,0.00
01/18/2025 04:00,GENESE,61753,65.71,-4.05,0.00
01/18/2025 04:00,H Q,61844,69.20,-0.56,0.00
01/18/2025 04:00,HUD VL,61758,73.52,3.76,0.00
01/18/2025 04:00,LONGIL,61762,78.69,6.14,-2.79
01/18/2025 04:00,MHK VL,61756,71.78,2.02,0.00
01/18/2025 04:00,MILLWD,61759,73.73,3.97,0.00
01/18/2025 04:00,N.Y.C.,61761,73.73,3.97,0.00
01/18/2025 04:00,NORTH,61755,69.13,-0.63,0.00
01/18/2025 04:00,NPX,61845,110.00,3.83,-36.41
01/18/2025 04:00,O H,61846,63.27,-6.49,0.00
01/18/2025 04:00,PJM,61847,40.14,-0.56,29.06
01/18/2025 04:00,WEST,61752,64.11,-5.65,0.00
01/18/2025 05:00,CAPITL,61757,74.19,3.87,0.00
01/18/2025 05:00,CENTRL,61754,69.84,-0.49,0.00
01/18/2025 05:00,DUNWOD,61760,74.76,4.43,0.00
01/18/2025 05:00,GENESE,61753,67.02,-3.30,0.00
01/18/2025 05:00,H Q,61844,69.20,-1.13,0.00
01/18/2025 05:00,HUD VL,61758,74.41,4.08,0.00
01/18/2025 05:00,LONGIL,61762,80.57,6.61,-3.63
01/18/2025 05:00,MHK VL,61756,72.72,2.39,0.00
01/18/2025 05:00,MILLWD,61759,74.69,4.36,0.00
