Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
12/16/2025 00:00,CAPITL,61757,137.81,6.93,0.00
12/16/2025 00:00,CENTRL,61754,126.82,-4.06,0.00
12/16/2025 00:00,DUNWOD,61760,137.16,6.28,0.00
12/16/2025 00:00,GENESE,61753,119.88,-10.99,0.00
12/16/2025 00:00,H Q,61844,131.67,0.79,0.00
12/16/2025 00:00,HUD VL,61758,136.25,5.37,0.00
12/16/2025 00:00,LONGIL,61762,134.63,4.45,0.70
12/16/2025 00:00,MHK VL,61756,134.54,3.66,0.00
12/16/2025 00:00,MILLWD,61759,136.77,5.89,0.00
12/16/2025 00:00,N.Y.C.,61761,138.47,7.59,0.00
12/16/2025 00:00,NORTH,61755,132.84,1.97,0.00
12/16/2025 00:00,NPX,61845,150.12,5.75,-13.49
12/16/2025 00:00,O H,61846,112.36,-17.41,1.11
12/16/2025 00:00,PJM,61847,103.28,-4.71,22.89
12/16/2025 00:00,WEST,61752,115.83,-15.05,0.00
12/16/2025 01:00,CAPITL,61757,131.83,6.39,0.00
12/16/2025 01:00,CENTRL,61754,121.79,-3.64,0.00
12/16/2025 01:00,DUNWOD,61760,130.95,5.51,0.00
12/16/2025 01:00,GENESE,61753,115.28,-10.16,0.00
12/16/2025 01:00,H Q,61844,126.32,0.88,0.00
12/16/2025 01:00,HUD VL,61758,130.32,4.89,0.00
12/16/2025 01:00,LONGIL,61762,129.70,4.27,0.00
12/16/2025 01:00,MHK VL,61756,128.94,3.51,0.00
12/16/2025 01:00,MILLWD,61759,130.70,5.27,0.00
12/16/2025 01:00,N.Y.C.,61761,132.08,6.64,0.00
12/16/2025 01:00,NORTH,61755,127.56,2.13,0.00
12/16/2025 01:00,NPX,61845,150.00,5.27,-19.30
12/16/2025 01:00,O H,61846,99.53,-16.30,9.60
12/16/2025 01:00,PJM,61847,98.31,-4.51,22.61
12/16/2025 01:00,WEST,61752,111.51,-13.93,0.00
12/16/2025 02:00,CAPITL,61757,129.63,6.29,0.00
12/16/2025 02:00,CENTRL,61754,119.64,-3.70,0.00
12/16/2025 02:00,DUNWOD,61760,129.02,5.68,0.00
12/16/2025 02:00,GENESE,61753,112.98,-10.36,0.00
12/16/2025 02:00,H Q,61844,124.21,0.87,0.00
12/16/2025 02:00,HUD VL,61758,128.28,4.94,0.00
12/16/2025 02:00,LONGIL,61762,128.15,4.81,0.00
12/16/2025 02:00,MHK VL,61756,126.67,3.33,0.00
12/16/2025 02:00,MILLWD,61759,128.76,5.42,0.00
12/16/2025 02:00,N.Y.C.,61761,130.00,6.66,0.00
12/16/2025 02:00,NORTH,61755,125.44,2.09,0.00
12/16/2025 02:00,NPX,61845,147.00,5.30,-18.36
12/16/2025 02:00,O H,61846,97.49,-16.28,9.57
12/16/2025 02:00,PJM,61847,96.59,-5.30,21.45
12/16/2025 02:00,WEST,61752,109.28,-14.06,0.00
12/16/2025 03:00,CAPITL,61757,130.30,6.44,0.00
12/16/2025 03:00,CENTRL,61754,120.15,-3.71,0.00
12/16/2025 03:00,DUNWOD,61760,129.56,5.70,0.00
12/16/2025 03:00,GENESE,61753,113.46,-10.40,0.00
12/16/2025 03:00,H Q,61844,124.73,0.87,0.00
12/16/2025 03:00,HUD VL,61758,128.82,4.96,0.00
12/16/2025 03:00,LONGIL,61762,128.58,4.71,-0.01
12/16/2025 03:00,MHK VL,61756,127.32,3.46,0.00
12/16/2025 03:00,MILLWD,61759,129.18,5.32,0.00
12/16/2025 03:00,N.Y.C.,61761,130.42,6.56,0.00
12/16/2025 03:00,NORTH,61755,126.09,2.23,0.00
12/16/2025 03:00,NPX,61845,148.80,5.20,-19.74
12/16/2025 03:00,O H,61846,97.49,-16.47,9.90
12/16/2025 03:00,PJM,61847,98.08,-5.32,20.46
12/16/2025 03:00,WEST,61752,109.74,-14.12,0.00
12/16/2025 04:00,CAPITL,61757,130.41,6.21,0.00
12/16/2025 04:00,CENTRL,61754,120.60,-3.61,0.00
12/16/2025 04:00,DUNWOD,61760,129.66,5.46,0.00
12/16/2025 04:00,GENESE,61753,114.15,-10.06,0.00
12/16/2025 04:00,H Q,61844,125.08,0.88,0.00
12/16/2025 04:00,HUD VL,61758,129.04,4.84,0.00
12/16/2025 04:00,LONGIL,61762,128.44,4.23,-0.01
